project,pullNumber,CCR,author,merged
flink,9299,下面列举的是七种吧，英文原文应该是错的,ghost,False
shardingsphere,21686,Can you add some integration test case for this logic?,zzzwjZhang,True
flink,7165,use assertequals instead,Aitozi,True
beam,8641,fraction_of_remainder: A hint as to the fraction of work the primary restriction should represent based upon the current known remaining amount of work.,boyuanzz,True
hive,4672,@kasakrisz does this look correct to you? I think you mentioned there is transformer for that,SourabhBadhya,True
flink,9029,Mark `@Nullable` annotation on the members which maybe null.,tsreaper,True
hadoop,4706,"Move S3Configuration to temporary variable. There's a bunch of config in there that we may want to let users leverage in the future which could then just be one line changes.

```suggestion
    S3Configuration s3Configuration = S3Configuration.builder()
        .pathStyleAccessEnabled(parameters.isPathStyleAccess())
        .build();
    s3ClientBuilder.serviceConfiguration(s3Configuration);
```",ahmarsuhail,False
flink,10514,"Why `Thread.currentThread().getContextClassLoader()` instead of class member `classLoader`?
The only thing you need is `wrapClassLoader`.",lirui-apache,True
beam,6146,"~~I'm afraid this refactor does not achieve the objective.  The refactor allows users to provide a configuration which contains the rules for when a retry is attempted.  The goal is to not expose that ability in keeping with the beam policy of not exposing configuration for things that shouldn't be necessary.~~

Apologies - I see that it does indeed enforce it because of the private constructors in the base class implementations",aalbatross,True
hudi,8758,"don't we need to cache the `records` here. If not, when we do tagLocationBackToRecords, won't we trigger the dag twice which means, we consume from source multiple times? ",prashantwason,True
beam,4656,"remove public, in general it is a common Beam practice to restrict access as much as possible.  You can use IntelliJ's analyze code to do this.",vvarma,False
flink,11694,add a comment why we do `true` here,dawidwys,False
iotdb,5330,${project.version},MrQuansy,True
phoenix,720,These tests look similar with the difference of Coprocessor class. Can you refactor them and just call a function with Coprocessor class? ,tkhurana,False
beam,16923,Fix formatting here,johnjcasey,True
dubbo,2566,remove unnecessary enter,baihui,False
flink,10084,separate line for every argument,wangyang0918,True
nifi,5059,"I think we should call this `getProperties()` rather than `getParameters()` - within the NiFi parlance, both of these have very specific meanings. These really are configuration elements for the provider, coming from NiFiProperties, so I think `getProperties()` is more appropriate here.",simonbence,False
iceberg,7382,This looks like duplicated text. Could you please remove?,manuzhang,True
hive,305,Move this to the last for better readability.,maheshk114,False
dubbo,3603,No necessary to keep author info.,cvictory,True
drill,1723,Please post the examples of content for new metadata cache files to the Jira description,dvjyothsna,False
druid,8408,"you should no longer have this file, remove it and run `script/build`",mcbrewster,True
incubator-hugegraph,180,try-finally,zhoney,True
hudi,4420,Let's remove this if not needed.,nsivabalan,True
skywalking,1220,Considering the sharding settings have been remove from application.yml. please add the settings in here.,chidaodezhongsheng,False
flink,3429,"""but they are buffered ..."" -> ""but they are buffered and only *processed and* emitted downstream...""",kl0u,True
pinot,10777,"no please do not remove this registration check. passing `op.getFunctionType()` is not the same as passing directly `null`

it is being ignored by calcite right now but it is not guarantee not to be used in the future. deviating from calcite behavior could cause debuggability issues in the future (as we are basically overriding a behavior on our own)",jugomezv,True
flink,18460,还是建议对 Tuple keys 和 Exprssion keys 做一个解释。,paul8263,False
zookeeper,1269,Good,ctubbsii,False
pulsar,6183,"```suggestion
messagePublishBufferCheckIntervalInMillis=100
```",gaoran10,True
geode,6596,Could the `WRITE_BUF_SIZE` String be pulled out into a constant?,alb3rtobr,True
fineract,722,"FTR: Seeing this surprised me a little at first (especially given that there's no equivalent before; given that the (now deleted) `fineract-provider/src/test/resources/META-INF/context.xml` was scoped test only, but then I understood how this works. Given that the docker compose test passes proves that overriding these properties actually really is working, so all good.",xurror,True
beam,25969,"Should we mention the complete beginner tutorial as a prerequisite for this one? Or say that this tutorial assumes some familiarity with the Beam model, see: x, y, z.",liferoad,True
hudi,3391,pls deal with exception， thanks,cdmikechen,False
zookeeper,934,"""setted"" -> ""was set""",maoling,False
solr,1629,"should this comment simply be:

`@throws SolrException if for any reason an index directory cannot be determined.`",AndreyBozhko,True
bookkeeper,678,There isn't any incompatible protocol changes in 4.5.0.,eolivelli,False
flink,9203,The `.mb` syntax is deprecated. See `org.apache.flink.configuration.TaskManagerOptions#TASK_MANAGER_HEAP_MEMORY` vs `org.apache.flink.configuration.TaskManagerOptions#TASK_MANAGER_HEAP_MEMORY_MB`,wuchong,False
iotdb,2632,"After 0.12 was released, the folder name will not contain SNAPSHOT, it may looks like `iotdb-cluster-0.12-bin.zip`, if the user wants to use this script to deploy the cluster,  it will not work.",rhmangmang,False
hudi,2443,"I guess there could be gap/bug in here. Did you happen to test it out. if hoodieHiveClient is null (due to connect execution) and if caller subsequently calls syncHoodieTable(), won't we end up with NullPointerException? Can you please check. ",liujinhui1994,True
ignite,1558,Javadoc missed,SomeFire,False
beam,4064,"<!--new_thread; commit:7549b5c2ebe2ae47af9066eaf97364a27e828ab5; resolved:0-->
Same with above",chamikaramj,True
flink,13850,Would be better to put the construction of `expected` near where it is used. ,fsk119,False
flink,8918,"```suggestion
如果 Sink 和 checkpoint 都使用 *""s3://""* 路径的话，可能会导致不可预知的行为，因为双方的实现都在“监听”这个路径。
```

注意 scheme 不是模式的意思",aloyszhang,False
accumulo,2414,"Maybe response?
``` suggest
      log.warn(""Failed to get JVM negative DNS response cache TTL due to format problem ""
```",dlmarion,True
iotdb,366,move the version to root/pom.xml,yuyuankang,False
ignite,3628,"Use 4 spaces instead of tab. And return second argument back to the left. Intendant should be 4 tabs, arguments shouldn't be aligned.",homich1991,False
flink,7124,"```suggestion
When restoring from savepoints, Flink allows changing the serializers used to read and write previously registered state
```",tzulitai,False
flink,9072,"```suggestion
		final CompletableFuture<Void> taskTerminationFuture = taskCompletionTracker.failIncompleteTasksAndGetTerminationFuture();
		return FutureUtils
		    .runAfterwards(
		        taskTerminationFuture,
  		        () -> stopTaskExecutorServices())
  		    .handle(
  		        (ignored, throwable) -> {
  		            if (throwable != null) {
  		                throw new CompletionException(new FlinkException(""Error while shutting the TaskExecutor down."", throwable));
  		            } else {
  		                log.info(""Stopped TaskExecutor {}."", getAddress());
  		                return null;
  		            }
  		        });
```",azagrebin,False
flink,9008,"```suggestion
由于各种原因，发给 Elasticsearch 的操作请求可能会失败，如暂时饱和的节点队列容量或索引异常文档。Flink Elasticsearch Sink 允许用户指定如何处理请求失败，通过简单地实现`ActionRequestFailureHandler`接口并传给 ElasticsearchSink 的构造函数即可。
```",XuQianJin-Stars,False
flink,13449,give some more meaningful comments,fsk119,True
inlong,2547,Pls extract to inlong common,LvJiancheng,True
shardingsphere,14991,Should the lock name be decorated? e.g. scaling-schemaName.,ReyYang,True
accumulo,2549,"Can remove commented out code.

Instead of ""folder1"", can use `testName()`",AlbertWhitlock,True
nifi,6355,The resources/META-INF.services/org.apache.nifi.controller.ControllerService file is missing.,tpalfy,False
netbeans,5209,This is wrong. The @deprecated string in the javadoc is part of a list of tags.,tbw777,True
shardingsphere,19875,"It's better to add javadoc for new class, and also other new classes.",huangdx0726,True
flink,3258,used as the basis,StefanRRichter,False
flink,15396,I would suggest to not duplicate the shut down logic. Having a single place where the shut down happens has the benefit that only one place needs to be updated in case of a change. Maybe we can have an internal method which takes an additional shutdown `Runnable` which in case of the deregister application case calls `deregisterApplication()` and in the non deregister application call is a no-op. What do you think?,wangyang0918,False
pulsar,3983,try to avoid formatting the code as reformatting will make reviewers harder to review your code.,ConcurrencyPractitioner,False
iotdb,10957,"no need to new it each time, you can make it as a CONSTANT",Wei-hao-Li,True
netbeans,2504,"Result of @sdedic changes, I assume.",neilcsmith-net,True
cloudstack,1545,"What if `state` is `null`?  While it likely shouldn't happen, malformed XML could cause an NPE which will not be helpful to operators or developers trying to debug the issue.  Consider adding a `checkState(StringUtils.isNoneBlank(state), ""<explanation of unexpected condition>"")` on line 185.
",wido,True
flink,16627,"为 -> 位。

数字和中文之间需要添加空格，详见[《中文文案排版指北》](https://github.com/sparanoid/chinese-copywriting-guidelines/blob/master/README.zh-CN.md#%E4%B8%AD%E6%96%87%E4%B8%8E%E6%95%B0%E5%AD%97%E4%B9%8B%E9%97%B4%E9%9C%80%E8%A6%81%E5%A2%9E%E5%8A%A0%E7%A9%BA%E6%A0%BC)。",GOODBOY008,False
curator,243,These threads never get stopped again do they?,borjab,False
nifi,7929,"This should be changed to reflect the updated attribute name:
```suggestion
    @WritesAttribute(attribute = ""fetch.failure.reason"", description = ""The name of the failure relationship applied when routing to any failure relationship"")
```",annanys23,False
flink,14932,"```suggestion
  - *checkpoint storage*: You can set the location where checkpoint snapshots are made durable. By default Flink will use the JobManager's heap. For production deployments it is recomended to instead use a durable filesystem. See [checkpoint storage]({{< ref ""docs/ops/state/checkpoints#checkpoint-storage"" >}}) for more details on the available options for job-wide and cluster-wide configuration.
```",sjwiesman,False
geode,825,"I think we should handle the checked exception here, rather than passing it up for others to deal with.
Maybe we do
`try {
        register(typeCodec.getSerializationType(), typeCodec);
      } catch (CodecAlreadyRegisteredForTypeException e) {
        throw new GemFireConfigException(""Duplicate Codec Registration."", e);
      }`",galen-pivotal,False
kafka,7284,"Maybe the default for this should be null, so that it's possible to add a header with a null value. ",alozano3,False
ignite,7572,`marshall` -> `marshal`,alex-plekhanov,False
metron,454,"Doxia should be capitalized, maybe also link to https://maven.apache.org/doxia/",ottobackwards,False
gobblin,3731,"NBD... but I do imagine an abstraction being clearer to read:
```
if (isScheduledFlow(spec)) ...
```",umustafi,True
hadoop,5553,"FYI, there's a `assertHasPathCapabilities` method in ContractTestUtils; no need to change it here as it is no more informative, but something to know in future",taklwu,True
hudi,4739,"as per master, this code is available only in SparkEngine. Flink and java does not have this. Even if we wish to unify, I would do it in a separate patch and getting it reviewed by experts who have worked on it. Can you move this to SparkRDDWriteClient for now. ",alexeykudinkin,True
nifi,2429,"I would think that most people won't actually care what attribute is used here, so I would set a default value so that users don't have to bother setting it.",martin-mucha,False
pulsar,9825,Kafka has a constant for settings. We should use Kafka constants instead of defining those strings again.,dlg99,False
zookeeper,338,It's a little concerning to repeat this code in two places and things could get out of sync if this code is changed. Do we really need to have it in the documentation?,arshadmohammad,False
flink,12072,`1` -> `numInputChannels` ?,AHeise,True
iceberg,2067,"```suggestion
When this configurer is used, a STS client is initialized with a default [credentials chain](https://docs.aws.amazon.com/sdk-for-java/latest/developer-guide/credentials.html) and [region chain](https://docs.aws.amazon.com/sdk-for-java/latest/developer-guide/region-selection.html),
```",RussellSpitzer,True
